,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
15,Arbitrum,zipswap,456.46176,5327.10858,2022-01-21,1737146492.9451647,1799934025.8478768,2022-01-01,2022Q1,1811323827.7132742,4.9798059191486495,1782578913.4949436,5.052521302106808,5.043032052002026,5.0,5.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
291,Avalanche,wonderland,458.73744,716966020.91146,2021-09-04,2312555108.4601197,2255668579.950831,2021-09-01,2021Q3,2275609310.9210134,17.697832735356588,192014292.6749633,2.7902668775830692,17.244652292813896,15.0,15.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
367,Fantom,bishares,474.25839,981584.69,2021-10-29,5298070824.26853,5297295085.672921,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,16.143935382151035,15.0,15.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
361,Fantom,bear-finance,495.70511,8887.75517,2021-11-19,4270250553.209424,4698237455.19076,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,12.749227531355983,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
423,Fantom,mymine,497.09456,1332541.53194,2022-02-11,8349309705.68211,8602786561.903133,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,24.045237853100723,20.0,20.0,8000000000.0,25.0,25.0,0,1,0.0,0.0
142,Avalanche,barnbridge,498.35920000000004,53985.78759,2021-10-03,4131717726.1470704,4061299510.651592,2021-10-01,2021Q4,4061299510.651592,18.053727231106283,3823265970.3443656,17.618967859996502,18.053727231106283,15.0,15.0,4000000000.0,15.0,15.0,0,1,0.0,0.0
486,Fantom,vampireswap,514.05323,218334.8915,2021-11-26,4879665506.654783,4878128112.403403,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,12.275589278673959,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
327,Fantom,apedao,520.06052,7787083.47589,2022-01-21,10441921285.819208,8284246278.750411,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,23.210694897962732,20.0,20.0,10000000000.0,10.0,10.0,0,1,0.0,0.0
536,Fantom,whaleswap,526.5917,870.03804,2022-09-23,640318165.7427669,622226338.6652122,2022-09-01,2022Q3,720351675.027874,7.887741884745907,861661362.6214986,9.981516929692225,8.047490210645268,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
404,Fantom,universeftm,540.37914,304259.91271,2022-01-27,10193275947.44868,10402857302.552654,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,31.845852207306674,30.0,30.0,10000000000.0,10.0,10.0,0,1,0.0,0.0
400,Fantom,knights-of-fantom,561.069,1263124.42994,2022-02-03,8050440109.344002,8661703632.385084,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,25.854798911634113,25.0,25.0,8000000000.0,25.0,25.0,0,1,0.0,0.0
368,Fantom,exodia,570.95749,5060683.45063,2021-10-29,5298070824.26853,5297295085.672921,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,16.143935382151035,15.0,15.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
698,Polygon,deus-finance,603.41313,1387922.60307,2021-11-24,4859707597.44663,4649506305.76147,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,12.13885436255389,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
519,Fantom,swft,612.34619,2928.35558,2022-09-30,619660950.8820187,613812921.0038059,2022-09-01,2022Q3,720351675.027874,7.887741884745907,861661362.6214986,9.981516929692225,7.586952620677387,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
574,Optimism,juggler-red,620.74497,735.43055,2022-08-31,980504573.960844,968464905.3060117,2022-08-01,2022Q3,590676235.4508198,6.097525639689374,276670114.919425,3.2049567913853583,10.574018344699269,10.0,10.0,0.0,5.0,5.0,0,1,0.0,0.0
511,Fantom,squid-defi,628.54314,22420.42188,2021-10-26,4945560253.866696,4557832895.6974125,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,13.986661812103026,10.0,10.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
205,Avalanche,grave-finance,632.36578,17982599.97774,2022-03-02,11135487371.69958,10971709754.745483,2022-03-01,2022Q1,11135487371.69958,30.64036742653372,11532621710.127325,32.68793118690901,30.42739142308498,30.0,30.0,11000000000.0,30.0,30.0,0,1,0.0,0.0
468,Fantom,mushrooms-finance,639.97488,9183021.78826,2021-09-14,1263006996.7586203,1324156250.1839015,2021-09-01,2021Q3,912122494.0673279,7.093744632125107,195893208.77219772,2.8466335727715273,6.016654423794829,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
676,Polygon,cougarswap,664.1329,17905.82433,2021-11-19,4490302521.455668,4768567547.610473,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,12.940076622980667,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
715,Polygon,the-grand-banks,664.6344700000001,184025.12653,2021-11-11,4969980500.611187,5115548930.27601,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,13.282089570389424,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
691,Polygon,definer,680.05776,2911854.55982,2022-04-02,4633188148.45559,4482229770.711526,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,13.92425473511868,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
425,Fantom,feeder-finance,722.37148,801863.73457,2021-11-08,5351115244.044952,5227956027.205006,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,13.98040616277908,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
741,Polygon,grassland-finance,746.4124200000001,53574.64338,2021-12-28,5723096545.307154,5828964773.834262,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,15.579523681290183,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
558,Optimism,cryptex-finance,748.60287,4096.24922,2022-02-18,324964296.71333134,343135633.7257178,2022-02-01,2022Q1,329976115.1373021,0.984963982214657,351495447.97224087,0.9962746810414121,1.005700828086916,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
25,Arbitrum,rari-capital,776.7648,33756.04508,2022-07-23,733048268.140886,729618688.241986,2022-07-01,2022Q3,740961002.1643256,8.70544403595197,746368781.1664016,8.645963423891736,7.524696995208012,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
586,Optimism,pegasus-finance,777.83314,238558.35887,2022-05-04,483823920.23709065,487577015.4674136,2022-05-01,2022Q2,492118240.4911413,1.9703861319453457,444747020.7869489,1.381627254048499,1.949250288769217,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
362,Fantom,cougarswap,785.9076800000001,70338.3677,2021-11-19,4270250553.209424,4698237455.19076,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,12.749227531355983,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
153,Avalanche,swift-finance,793.90307,1302919.96604,2021-11-08,10210497409.826477,9188433662.960552,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,24.57136860743974,20.0,20.0,10000000000.0,25.0,25.0,0,1,0.0,0.0
845,Polygon,sealightswap,799.1152,799.1152,2022-09-18,1539585151.35372,1535695465.6458364,2022-09-01,2022Q3,2031969337.933902,22.24975690480689,1656330111.5348358,19.186988957176066,19.21788207928115,15.0,15.0,1000000000.0,20.0,20.0,0,1,0.0,0.0
115,Avalanche,piratedao,805.56509,349160.67942,2021-12-27,12149494818.309942,12169003718.563274,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,33.103712375312206,30.0,30.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
279,Avalanche,sierra,839.31358,1008592.06174,2022-01-09,10575856533.786173,10813345306.644127,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,32.32346248792572,30.0,30.0,10000000000.0,30.0,30.0,0,1,0.0,0.0
774,Polygon,koala-defi,903.0968399999999,1566326.03298,2021-10-18,4562923339.024027,4585470238.497174,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,15.139982812672192,15.0,15.0,4000000000.0,20.0,20.0,0,1,0.0,0.0
742,Polygon,liquidrium,915.26129,4670067.13935,2021-12-28,5723096545.307154,5828964773.834262,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,15.579523681290183,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
446,Fantom,iron-finance,973.75067,5649669.32116,2021-09-09,1410359522.7664099,1365411755.3516986,2021-09-01,2021Q3,912122494.0673279,7.093744632125107,195893208.77219772,2.8466335727715273,8.623246745054876,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
394,Fantom,cupid-farm,983.5398099999999,826958.97018,2022-02-13,8063690888.550588,8049842508.734958,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,23.99351233112337,20.0,20.0,8000000000.0,25.0,25.0,0,1,0.0,0.0
532,Fantom,unirex-finance,997.8517,207182.37657,2021-11-16,4972007312.454459,5222397587.862851,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,13.723274655266387,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
439,Fantom,phantom-finance,1010.27405,265368.5202,2022-02-26,10328132671.394053,8690220650.529226,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,27.602605429960906,25.0,25.0,10000000000.0,25.0,25.0,0,1,0.0,0.0
247,Avalanche,multi-chain-miner,1022.201,174064.99514,2021-10-12,5493255681.639722,5261945383.840565,2021-10-01,2021Q4,4061299510.651592,18.053727231106283,3823265970.3443656,17.618967859996502,19.30650109795789,15.0,15.0,5000000000.0,15.0,15.0,0,1,0.0,0.0
876,Polygon,veritable-dao,1023.53131,3219.28237,2022-02-12,5082514835.858037,5371863607.457787,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,15.434708734588423,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
349,Fantom,astral-farm,1041.92202,1321460.27544,2022-01-29,9179537260.603518,9147443674.2579,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,29.403693554101608,25.0,25.0,9000000000.0,10.0,10.0,0,1,0.0,0.0
127,Avalanche,ante-finance,1046.15,1301.13,2022-09-08,2096580695.1528387,2068176789.4583225,2022-09-01,2022Q3,2186375299.0914807,23.94047882480514,2677377544.84711,31.01483999440786,23.87959113259945,20.0,20.0,2000000000.0,20.0,20.0,0,1,0.0,0.0
800,Polygon,onx-finance,1070.22214,3918.95522,2022-03-08,3416080656.9253955,3441659710.408681,2022-03-01,2022Q1,3992708404.0964923,10.986322236729679,5507295577.612607,15.609815650927278,11.670015708392782,10.0,10.0,3000000000.0,10.0,10.0,0,1,0.0,0.0
464,Fantom,mockingbird,1075.09274,109711.76521,2022-04-03,6762202737.726053,6914473791.623877,2022-04-01,2022Q2,6914473791.623877,20.78921139881647,6626844273.719033,20.58659918779185,20.78921139881647,20.0,20.0,6000000000.0,20.0,20.0,0,1,0.0,0.0
792,Polygon,mushrooms-finance,1099.5595,9183021.78826,2021-09-14,4709804593.229021,4724683515.026228,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,21.467850163275738,20.0,20.0,4000000000.0,40.0,30.0,0,1,0.0,0.0
585,Optimism,optinyan,1099.6421,23002.8492,2021-12-22,319257845.32371885,312399311.80526465,2021-12-01,2021Q4,353776813.3920528,0.8672524096487912,135762266.7106851,0.6256407564447799,0.9116109393570689,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
465,Fantom,stake1,1108.80418,24235.98475,2022-04-03,6762202737.726053,6914473791.623877,2022-04-01,2022Q2,6914473791.623877,20.78921139881647,6626844273.719033,20.58659918779185,20.78921139881647,20.0,20.0,6000000000.0,20.0,20.0,0,1,0.0,0.0
482,Fantom,pumpkin-dao,1147.64544,49407.53864,2021-12-12,3914282863.960395,3831481873.0560184,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,11.522897761898566,10.0,10.0,3000000000.0,10.0,10.0,0,1,0.0,0.0
395,Fantom,scranton-finance,1167.55912,347088.02237,2022-02-13,8063690888.550588,8049842508.734958,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,23.99351233112337,20.0,20.0,8000000000.0,25.0,25.0,0,1,0.0,0.0
887,Solana,acumen,1259.97873,7347319.868,2021-07-25,1118717089.9388957,1102676063.4189608,2021-07-01,2021Q3,920893330.9426937,12.784028499942263,631693187.6212717,9.17948634791563,14.524599179397974,10.0,10.0,1000000000.0,10.0,10.0,0,1,0.0,0.0
434,Fantom,gemmine,1265.99876,2012941.49203,2022-02-16,8317753723.291108,7978263022.463291,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,24.093596325986596,20.0,20.0,8000000000.0,25.0,25.0,0,1,0.0,0.0
243,Avalanche,mintswap,1323.56505,128253.2042,2021-11-20,11801246289.524809,10910034061.313951,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,30.25249975535939,30.0,30.0,11000000000.0,25.0,25.0,0,1,0.0,0.0
284,Avalanche,spiritdao,1330.99912,592578.89221,2021-12-22,12606492054.971893,12075957587.495796,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,35.238794145729116,35.0,35.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
417,Fantom,life,1350.74409,217110.82923999996,2022-03-11,6534618258.661966,7165871598.766707,2022-03-01,2022Q1,11738761494.226648,32.30033435533891,4884712105.945583,13.84517217336593,23.554515837940198,20.0,20.0,6000000000.0,30.0,30.0,0,1,0.0,0.0
382,Fantom,nightmare-finance,1356.68738,410955.56951,2022-02-19,7927600497.221009,7955447573.9440565,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,24.35185952267633,20.0,20.0,7000000000.0,25.0,25.0,0,1,0.0,0.0
451,Fantom,kungfuu,1384.42887,5674.40487,2022-05-04,4166812346.949642,4181491380.9612885,2022-05-01,2022Q2,4126763812.5729866,16.523098550447017,6626844273.719033,20.58659918779185,16.71689399470785,15.0,15.0,4000000000.0,15.0,15.0,0,1,0.0,0.0
445,Fantom,lavafall,1446.89213,383504.44956,2022-03-03,11937100280.269552,11738761494.226648,2022-03-01,2022Q1,11738761494.226648,32.30033435533891,4884712105.945583,13.84517217336593,32.30033435533891,30.0,30.0,11000000000.0,30.0,30.0,0,1,0.0,0.0
578,Optimism,lemma,1471.3673499999998,1471.3673499999998,2022-09-28,955172278.9641169,951484322.6012794,2022-09-01,2022Q3,992454682.3732527,10.867228658231118,276670114.919425,3.2049567913853583,11.808009399260722,10.0,10.0,0.0,10.0,10.0,0,1,0.0,0.0
340,Fantom,fusion-dex,1479.7546,7579.25061,2022-07-04,848198263.8988639,841043114.9667925,2022-07-01,2022Q3,846860885.5885595,9.94964650527309,861661362.6214986,9.981516929692225,9.821671961113358,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
474,Fantom,paprprintr,1578.04435,17788.91464,2022-01-17,7945543310.199988,7501449792.573436,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,20.6309182037728,20.0,20.0,7000000000.0,10.0,10.0,0,1,0.0,0.0
843,Polygon,salem-finance,1596.41128,122182.71816999998,2021-12-30,5471061431.950505,5571953226.0973835,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,15.605727408795712,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
21,Arbitrum,barnbridge,1628.23064,3655.96954,2022-07-23,733048268.140886,729618688.241986,2022-07-01,2022Q3,740961002.1643256,8.70544403595197,746368781.1664016,8.645963423891736,7.524696995208012,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
773,Polygon,ocean-protocol,1631.50481,297246.86262,2022-07-13,1595806834.8226626,1626012548.134687,2022-07-01,2022Q3,1647509574.640228,19.356352572985745,1656330111.5348358,19.186988957176066,19.10581121114434,15.0,15.0,1000000000.0,15.0,15.0,0,1,0.0,0.0
253,Avalanche,north-pole,1753.57084,160730.83454,2022-05-03,9134401674.816523,9088179927.001797,2022-05-01,2022Q2,9088179927.001797,36.38805112144741,11036804006.080185,34.286343695817095,36.38805112144741,35.0,35.0,9000000000.0,35.0,30.0,0,1,0.0,0.0
630,Polygon,universe-finance,1769.3202200000003,145775.37008,2022-02-10,5498503446.84432,5378054685.702989,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,15.325741627094347,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
674,Polygon,swapmatic,1770.3234,86341.18459,2021-09-30,4141052773.94707,4045125015.3951173,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,21.29537695455093,20.0,20.0,4000000000.0,40.0,30.0,0,1,0.0,0.0
467,Fantom,multi-chain-miner,1802.90653,840228.70501,2021-10-12,5509506196.617604,5534236391.431552,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,20.305558718959364,20.0,20.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
458,Fantom,market,1945.01206,119310515.15601,2021-12-21,3746721766.5174513,3809344488.5843925,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,11.10291908758611,10.0,10.0,3000000000.0,10.0,10.0,0,1,0.0,0.0
732,Polygon,fuji-dao,1969.09947,3909.76099,2022-08-16,2276061988.3358297,2237686980.993364,2022-08-01,2022Q3,1903354267.4591086,19.648245097225356,1656330111.5348358,19.186988957176066,20.742538197636268,20.0,20.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
529,Fantom,unbanked,2004.4979299999998,9430.42675,2022-04-28,5084221098.589045,5157500063.728349,2022-04-01,2022Q2,6914473791.623877,20.78921139881647,6626844273.719033,20.58659918779185,18.92763643549729,15.0,15.0,5000000000.0,20.0,20.0,0,1,0.0,0.0
687,Polygon,cyclone,2095.088,18262.53267,2021-09-18,4683183282.996138,4771701710.828238,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,25.253429328390624,25.0,25.0,4000000000.0,40.0,30.0,0,1,0.0,0.0
649,Polygon,auraswap,2163.38545,48335.32863,2022-06-28,1733011480.6406205,1746745988.0659618,2022-06-01,2022Q2,2480230308.705626,18.656270054907527,4482229770.711526,13.92425473511868,19.07645775089534,15.0,15.0,1000000000.0,15.0,15.0,0,1,0.0,0.0
78,Arbitrum,powerbomb-finance,2303.8087,2303.8087,2022-10-04,1023767533.2526301,993776479.1881437,2022-10-01,2022Q4,1003732414.5371912,12.479323629989228,1008458047.3219279,12.495430987791597,12.5193625715249,10.0,10.0,1000000000.0,10.0,10.0,0,1,0.0,0.0
398,Fantom,defyswap,2418.38936,2305756.28354,2021-12-11,3831481873.0560184,3837580093.983797,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,11.040518030348096,10.0,10.0,3000000000.0,10.0,10.0,0,1,0.0,0.0
452,Fantom,kyrios-finance,2437.66101,15219.5048,2022-02-21,7695495121.1146755,7948267310.2060995,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,24.709484763801555,20.0,20.0,7000000000.0,25.0,25.0,0,1,0.0,0.0
124,Avalanche,the-seed-farm,2439.80603,12252.39434,2021-12-29,11602014041.355585,11949173704.161224,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,32.468476813017425,30.0,30.0,11000000000.0,30.0,30.0,0,1,0.0,0.0
903,Solana,dual-finance,2455.87324,2924.06872,2022-04-26,6622435046.206912,6431896555.599497,2022-04-01,2022Q2,8196482322.311705,24.643726892365848,7761978053.720177,24.112944939733303,22.895426852066034,20.0,20.0,6000000000.0,20.0,20.0,0,1,0.0,0.0
634,Polygon,kingdefi,2635.15456,227665.60705999998,2021-10-25,4686486654.552232,4759719462.274228,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,14.761080741524706,10.0,10.0,4000000000.0,20.0,20.0,0,1,0.0,0.0
154,Avalanche,blizzard,2703.58014,11610280.41929,2021-10-01,3823265970.3443656,3680030323.024832,2021-09-01,2021Q4,2275609310.9210134,17.697832735356588,3823265970.3443656,17.618967859996502,18.42816140184998,15.0,15.0,3000000000.0,15.0,15.0,0,1,0.0,0.0
721,Polygon,farm-hero,2857.7129200000004,4248.61849,2022-01-08,5197786398.438054,5335405801.411052,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.133651187798941,15.0,15.0,5000000000.0,15.0,15.0,0,1,0.0,0.0
369,Fantom,scarecrow-finance,2991.19152,22002217.67401,2021-10-29,5298070824.26853,5297295085.672921,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,16.143935382151035,15.0,15.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
131,Avalanche,ara-finance,3022.58967,98795.15178,2021-12-26,12169003718.563274,12496152677.266588,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,33.778402671024224,30.0,30.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
