,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
1075,Polygon,defi-halal,169.44688,977.29627,2021-11-01,4992540978.633669,4994130288.024624,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,9.376210894026062,5.0,5.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
946,Optimism,fuji-dao,174.10966,179.56509,2022-09-19,916637344.1639011,939221683.6390942,2022-09-01,2022Q3,992454682.3732527,6.2817753147250075,276670114.919425,1.8716965252533098,6.389544107021742,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
377,Binance,bourbon-dao,174.18404,46043.10409,2021-12-27,17186351638.42749,16790313474.435835,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,31.248834245340923,30.0,30.0,17000000000.0,30.0,30.0,0,1,0.0,0.0
1357,xDai,pnetwork,180.35794,2840.86397,2021-09-15,45113126.212703854,44528442.73181484,2021-09-01,2021Q3,43907411.83921016,0.1302366223835268,26130407.500351004,0.12639845858614615,0.11088364003413585,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
24,Arbitrum,halodao,187.83854,3218.06578,2022-07-23,733048268.140886,729618688.241986,2022-07-01,2022Q3,740961002.1643256,5.044350716573276,746368781.1664016,5.049247385007756,4.415037110142764,0.0,0.0,0.0,5.0,5.0,0,1,0.0,0.0
735,Fantom,pearzap,221.05198000000001,1163.47276,2022-01-29,9179537260.603518,9147443674.2579,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,21.109846123271968,20.0,20.0,9000000000.0,10.0,10.0,0,1,0.0,0.0
1134,Polygon,hodltree,226.42504999999997,118171.04505999999,2022-04-11,4223831859.055424,4297542946.01045,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.690485837872695,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
922,Fantom,xmas-past,233.11159999999998,1091944.61843,2021-12-14,3632070522.1087675,3908113130.4688997,2021-12-01,2021Q4,4656630015.342423,7.756068793524914,1509482689.809377,3.8379529109129034,7.7934269076090565,5.0,5.0,3000000000.0,5.0,5.0,0,1,0.0,0.0
1054,Polygon,complus-network,244.96383999999998,276.31967,2022-08-29,2026545231.3334196,2066765919.7241764,2022-08-01,2022Q3,1903354267.4591086,11.449579853148965,1656330111.5348358,11.20521208203148,12.929869762140472,10.0,10.0,2000000000.0,10.0,10.0,0,1,0.0,0.0
180,Avalanche,dopex,249.835,363404.65482,2022-02-01,8774666226.174881,8530439387.256866,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,19.568480575923164,15.0,15.0,8000000000.0,20.0,20.0,0,1,0.0,0.0
759,Fantom,caribou-finance,250.15283,909.2500899999999,2021-12-28,4705750776.0575075,4850045878.149032,2021-12-01,2021Q4,4656630015.342423,7.756068793524914,1509482689.809377,3.8379529109129034,8.852999912580424,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
742,Fantom,bastilledelabouje,250.48071,1321033.41119,2022-03-01,11564869372.518951,10968425795.414244,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,24.001833770399518,20.0,20.0,11000000000.0,15.0,15.0,0,1,0.0,0.0
1069,Polygon,ice-colony,275.23444,225865.91490000003,2021-12-29,5571953226.0973835,5723096545.307154,2021-12-01,2021Q4,5121508472.082664,8.530368937454185,4383704677.116872,11.14583972357302,10.63129303738412,10.0,10.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
606,Binance,newspace-finance,278.18125,191514.45255,2022-02-19,12107135068.495266,12208914730.384079,2022-02-01,2022Q1,11960419298.786104,26.18835043307555,15761423531.844334,30.76312509019138,27.0603644550515,25.0,25.0,12000000000.0,25.0,25.0,0,1,0.0,0.0
422,Binance,solana-farm,280.17406,2824.05808,2021-12-18,16303186745.686365,16264321497.495956,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,32.43499045849418,30.0,30.0,16000000000.0,30.0,30.0,0,1,0.0,0.0
876,Fantom,saddle-finance,291.64906,74995234.76566,2022-01-23,10193609999.802773,7873621387.750334,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,17.797636862081223,15.0,15.0,10000000000.0,10.0,10.0,0,1,0.0,0.0
1126,Polygon,mirai,297.96184,14413.99082,2021-12-28,5723096545.307154,5828964773.834262,2021-12-01,2021Q4,5121508472.082664,8.530368937454185,4383704677.116872,11.14583972357302,10.63986319504325,10.0,10.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
844,Fantom,meso-finance,301.63965,6895641.84592,2021-10-04,1557465439.047618,1602817183.380625,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,3.9075560668843483,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
737,Fantom,vivelabouje,304.09266,1931477.1665,2022-01-29,9179537260.603518,9147443674.2579,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,21.109846123271968,20.0,20.0,9000000000.0,10.0,10.0,0,1,0.0,0.0
64,Arbitrum,jaguarswap,315.60396,3581.1671300000003,2021-10-19,1860530993.7431626,1823161654.47509,2021-10-01,2021Q4,1099770896.9140754,2.7197167499844124,1073899895.9495308,2.730456771391697,3.6424470379719693,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
614,Binance,opium,346.3351599999999,493060.40173999994,2021-07-16,13177957783.517263,13667289433.719412,2021-07-01,2021Q3,13863529434.987942,65.72673090864035,13765337983.589483,66.58593070236918,66.23224686675177,65.0,50.0,13000000000.0,65.0,30.0,0,1,0.0,0.0
1343,xDai,cbridge,346.57686,30111.23203,2021-11-07,137147556.37906688,134660259.2390359,2021-11-01,2021Q4,129105728.23378307,0.23814386212005273,49733419.62236262,0.1264502891605891,0.23746820462826768,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
767,Fantom,the-don-finance,350.04376,2719121.40229,2022-02-19,7927600497.221009,7955447573.9440565,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,17.632796649666584,15.0,15.0,7000000000.0,15.0,15.0,0,1,0.0,0.0
382,Binance,emerald-swap,352.90291,3296.11056,2021-12-29,16160302780.070103,16845799302.131329,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,31.292959573916697,30.0,30.0,16000000000.0,30.0,30.0,0,1,0.0,0.0
164,Avalanche,cleopatra-dao,354.97114,213316.01315,2022-01-17,10931415671.679127,11298144513.975172,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,22.089594965641812,20.0,20.0,10000000000.0,20.0,20.0,0,1,0.0,0.0
645,Binance,risq-protocol,360.70166,85336.98765,2021-11-18,19214313629.97528,19482703445.258263,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,34.910697786393555,30.0,30.0,19000000000.0,35.0,30.0,0,1,0.0,0.0
394,Binance,dotoracle,366.80285,391.05276,2022-08-04,6865755037.813532,6636868650.895484,2022-08-01,2022Q3,6718643950.658284,40.41583415820456,5960947850.685903,40.32631201456031,40.74913251343921,40.0,40.0,6000000000.0,40.0,30.0,0,1,0.0,0.0
741,Fantom,salem-finance,372.72973,8984.51901,2021-12-30,4625114359.34174,4764069985.35473,2021-12-01,2021Q4,4656630015.342423,7.756068793524914,1509482689.809377,3.8379529109129034,9.153335390179075,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
339,Binance,afraswap,375.70185,1307.4678,2021-12-26,16790313474.435835,16703969966.855366,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,31.00791940345245,30.0,30.0,16000000000.0,30.0,30.0,0,1,0.0,0.0
702,Binance,xray-swap,379.298,96609.78271,2022-02-28,11814202823.890524,11733372513.328238,2022-02-01,2022Q1,11960419298.786104,26.18835043307555,15761423531.844334,30.76312509019138,25.265585986451182,25.0,25.0,11000000000.0,25.0,25.0,0,1,0.0,0.0
1096,Polygon,tranche-finance,381.80945,112594.76958000001,2022-02-17,4652769538.378979,4875005605.746275,2022-02-01,2022Q1,4994541603.967293,10.935971600138284,5507295577.612607,10.749132045113532,10.275996725603685,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
588,Binance,octane-finance,391.37604,442.24988,2022-07-25,6519923392.469102,6570348586.469373,2022-07-01,2022Q3,5989002739.112766,40.772227108253226,5960947850.685903,40.32631201456031,40.02599359061118,40.0,40.0,6000000000.0,40.0,30.0,0,1,0.0,0.0
8,Arbitrum,arbicheems,399.23261,164805.12391,2021-12-22,1879134009.6550188,1834435213.2310119,2021-12-01,2021Q4,2043142467.7529128,3.403051881436315,1073899895.9495308,2.730456771391697,3.6140670592898716,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
376,Binance,asgard-dao,429.93653,191703.66214,2021-12-27,17186351638.42749,16790313474.435835,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,31.248834245340923,30.0,30.0,17000000000.0,30.0,30.0,0,1,0.0,0.0
799,Fantom,jetmine-dao,430.29491,43146.67131,2022-03-11,6534618258.661966,7165871598.766707,2022-03-01,2022Q1,11738761494.226648,24.124617518052553,4884712105.945583,9.533974468814513,16.861847303927718,15.0,15.0,6000000000.0,20.0,20.0,0,1,0.0,0.0
609,Binance,ocean-protocol,431.25745,3573.54115,2021-10-05,18441731252.755913,18110002653.92891,2021-10-01,2021Q4,17891639762.630096,44.245753805316426,17580962616.15021,44.70068262778529,44.39205145529933,40.0,40.0,18000000000.0,40.0,30.0,0,1,0.0,0.0
323,Avalanche,zeroshift,434.03153,491368.54415,2022-01-23,8328369342.750275,8920782037.712282,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,20.164652504118425,20.0,20.0,8000000000.0,20.0,20.0,0,1,0.0,0.0
223,Avalanche,ramp,448.79118,649.25566,2022-08-26,2569764302.7114263,2500788948.921647,2022-08-01,2022Q3,2751253821.400562,16.550098351611116,2677377544.84711,18.11268357965226,15.024211404617581,15.0,15.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
15,Arbitrum,zipswap,456.46176,5327.10858,2022-01-21,1737146492.9451647,1799934025.8478768,2022-01-01,2022Q1,1811323827.7132742,3.4388123589718127,1782578913.4949436,3.47923510767847,3.622401888839878,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
291,Avalanche,wonderland,458.73744,716966020.91146,2021-09-04,2312555108.4601197,2255668579.950831,2021-09-01,2021Q3,2275609310.9210134,6.749832388302961,192014292.6749633,0.9288148537407415,6.625507538665721,5.0,5.0,2000000000.0,5.0,5.0,0,1,0.0,0.0
750,Fantom,bishares,474.25839,981584.69,2021-10-29,5298070824.26853,5297295085.672921,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,10.076241836427474,10.0,10.0,5000000000.0,0.0,0.0,0,1,0.0,0.0
744,Fantom,bear-finance,495.70511,8887.75517,2021-11-19,4270250553.209424,4698237455.19076,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.360808793857062,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
806,Fantom,mymine,497.09456,1332541.53194,2022-02-11,8349309705.68211,8602786561.903133,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,17.485992902127233,15.0,15.0,8000000000.0,15.0,15.0,0,1,0.0,0.0
142,Avalanche,barnbridge,498.35920000000004,53985.78759,2021-10-03,4131717726.1470704,4061299510.651592,2021-10-01,2021Q4,4061299510.651592,10.043532100018481,3823265970.3443656,9.720889718801896,10.043532100018483,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
869,Fantom,vampireswap,514.05323,218334.8915,2021-11-26,4879665506.654783,4878128112.403403,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.330518893027005,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
691,Binance,troydefi,518.77644,58231.89884000001,2022-04-07,13558413938.987091,13671949975.28425,2022-04-01,2022Q2,13924260442.754465,29.355402291075183,13665737290.56265,29.64248892976308,29.812331309845387,25.0,25.0,13000000000.0,25.0,25.0,0,1,0.0,0.0
710,Fantom,apedao,520.06052,7787083.47589,2022-01-21,10441921285.819208,8284246278.750411,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,16.67220516797789,15.0,15.0,10000000000.0,10.0,10.0,0,1,0.0,0.0
660,Binance,spectrumswap,526.30861,20839.1238,2022-04-27,12851546605.480896,13124821142.337301,2022-04-01,2022Q2,13924260442.754465,29.355402291075183,13665737290.56265,29.64248892976308,31.463826983931376,30.0,30.0,12000000000.0,25.0,25.0,0,1,0.0,0.0
919,Fantom,whaleswap,526.5917,870.03804,2022-09-23,640318165.7427669,622226338.6652122,2022-09-01,2022Q3,720351675.027874,4.559490171672209,861661362.6214986,5.829211365432005,4.343105373458381,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
504,Binance,filda,536.59282,32565.48984,2021-12-31,15848000833.270666,15867257606.055943,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,30.942880927170496,30.0,30.0,15000000000.0,30.0,30.0,0,1,0.0,0.0
787,Fantom,universeftm,540.37914,304259.91271,2022-01-27,10193275947.44868,10402857302.552654,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,23.200629392590997,20.0,20.0,10000000000.0,10.0,10.0,0,1,0.0,0.0
783,Fantom,knights-of-fantom,561.069,1263124.42994,2022-02-03,8050440109.344002,8661703632.385084,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,18.965533264821754,15.0,15.0,8000000000.0,15.0,15.0,0,1,0.0,0.0
751,Fantom,exodia,570.95749,5060683.45063,2021-10-29,5298070824.26853,5297295085.672921,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,10.076241836427474,10.0,10.0,5000000000.0,0.0,0.0,0,1,0.0,0.0
483,Binance,dopex,576.01731,292495.06301,2022-01-29,12043202649.037792,12022419910.518835,2022-01-01,2022Q1,16099248823.163715,30.564548964803567,15761423531.844334,30.76312509019138,27.744520040567828,25.0,25.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
1081,Polygon,deus-finance,603.41313,1387922.60307,2021-11-24,4859707597.44663,4649506305.76147,2021-11-01,2021Q4,5055038415.657716,9.324345154461984,4383704677.116872,11.14583972357302,8.202401693449474,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
902,Fantom,swft,612.34619,2928.35558,2022-09-30,619660950.8820187,613812921.0038059,2022-09-01,2022Q3,720351675.027874,4.559490171672209,861661362.6214986,5.829211365432005,4.121973935164539,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
957,Optimism,juggler-red,620.74497,735.43055,2022-08-31,980504573.960844,968464905.3060117,2022-08-01,2022Q3,590676235.4508198,3.553198078138061,276670114.919425,1.8716965252533098,6.089637837497283,5.0,5.0,0.0,0.0,0.0,0,1,0.0,0.0
894,Fantom,squid-defi,628.54314,22420.42188,2021-10-26,4945560253.866696,4557832895.6974125,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,8.508627876289324,5.0,5.0,4000000000.0,0.0,0.0,0,1,0.0,0.0
439,Binance,pear-dao,628.99888,40872.95453,2022-03-18,11835053847.852446,11791679157.85896,2022-03-01,2022Q1,12059989501.685875,24.784781098329,15761423531.844334,30.76312509019138,28.06558686773774,25.0,25.0,11000000000.0,20.0,20.0,0,1,0.0,0.0
205,Avalanche,grave-finance,632.36578,17982599.97774,2022-03-02,11135487371.69958,10971709754.745483,2022-03-01,2022Q1,11135487371.69958,22.884814028420177,11532621710.127325,22.509355425270332,22.55618819118069,20.0,20.0,11000000000.0,20.0,20.0,0,1,0.0,0.0
851,Fantom,mushrooms-finance,639.97488,9183021.78826,2021-09-14,1263006996.7586203,1324156250.1839015,2021-09-01,2021Q3,912122494.0673279,2.7055056959946775,195893208.77219772,0.9475780136979229,3.283509061887583,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
1059,Polygon,cougarswap,664.1329,17905.82433,2021-11-19,4490302521.455668,4768567547.610473,2021-11-01,2021Q4,5055038415.657716,9.324345154461984,4383704677.116872,11.14583972357302,8.485965612937346,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
1098,Polygon,the-grand-banks,664.6344700000001,184025.12653,2021-11-11,4969980500.611187,5115548930.27601,2021-11-01,2021Q4,5055038415.657716,9.324345154461984,4383704677.116872,11.14583972357302,8.631007739861971,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
1074,Polygon,definer,680.05776,2911854.55982,2022-04-02,4633188148.45559,4482229770.711526,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.722449914994712,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
358,Binance,ante-finance,716.075,716.075,2022-09-08,6476720226.592415,6321844204.776077,2022-09-01,2022Q3,6444165832.398492,40.78856452483413,5960947850.685903,40.32631201456031,41.58406006337817,40.0,40.0,6000000000.0,40.0,30.0,0,1,0.0,0.0
808,Fantom,feeder-finance,722.37148,801863.73457,2021-11-08,5351115244.044952,5227956027.205006,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.983402844480059,5.0,5.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
503,Binance,fenrir-finance,722.74404,918.5575899999999,2022-05-01,11998907781.330498,12080706102.664814,2022-04-01,2022Q2,13924260442.754465,29.355402291075183,13665737290.56265,29.64248892976308,31.49404177691778,30.0,30.0,11000000000.0,25.0,25.0,0,1,0.0,0.0
550,Binance,stakedao,736.9635,1657.07283,2021-11-24,18416257346.25395,18257519389.806313,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,32.208905228403125,30.0,30.0,18000000000.0,35.0,30.0,0,1,0.0,0.0
644,Binance,retrodefi,737.23071,328625.32042,2021-11-22,18458333173.2353,19144013577.280403,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,32.548311111281855,30.0,30.0,18000000000.0,35.0,30.0,0,1,0.0,0.0
669,Binance,strikex,742.1223,2626.76482,2022-03-11,11554355854.338972,11815612355.5663,2022-03-01,2022Q1,12059989501.685875,24.784781098329,15761423531.844334,30.76312509019138,27.803045114044455,25.0,25.0,11000000000.0,20.0,20.0,0,1,0.0,0.0
1124,Polygon,grassland-finance,746.4124200000001,53574.64338,2021-12-28,5723096545.307154,5828964773.834262,2021-12-01,2021Q4,5121508472.082664,8.530368937454185,4383704677.116872,11.14583972357302,10.63986319504325,10.0,10.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
941,Optimism,cryptex-finance,748.60287,4096.24922,2022-02-18,324964296.71333134,343135633.7257178,2022-02-01,2022Q1,329976115.1373021,0.7225106346094075,351495447.97224087,0.686048339019388,0.7311889701473171,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
25,Arbitrum,rari-capital,776.7648,33756.04508,2022-07-23,733048268.140886,729618688.241986,2022-07-01,2022Q3,740961002.1643256,5.044350716573276,746368781.1664016,5.049247385007756,4.415037110142764,0.0,0.0,0.0,5.0,5.0,0,1,0.0,0.0
969,Optimism,pegasus-finance,777.83314,238558.35887,2022-05-04,483823920.23709065,487577015.4674136,2022-05-01,2022Q2,492118240.4911413,1.3147863895912941,444747020.7869489,0.9647052595783838,1.3030243127024441,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
745,Fantom,cougarswap,785.9076800000001,70338.3677,2021-11-19,4270250553.209424,4698237455.19076,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.360808793857062,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
438,Binance,clayswap,788.98699,2312.94181,2022-03-18,11835053847.852446,11791679157.85896,2022-03-01,2022Q1,12059989501.685875,24.784781098329,15761423531.844334,30.76312509019138,28.06558686773774,25.0,25.0,11000000000.0,20.0,20.0,0,1,0.0,0.0
153,Avalanche,swift-finance,793.90307,1302919.96604,2021-11-08,10210497409.826477,9188433662.960552,2021-11-01,2021Q4,8641234025.30953,15.939314795886355,3823265970.3443656,9.720889718801896,15.788847625079566,15.0,15.0,10000000000.0,15.0,15.0,0,1,0.0,0.0
1361,xDai,superfluid,797.33518,57141581.462280005,2021-10-21,111748943.71050933,58419122.42166083,2021-10-01,2021Q4,49695678.68872958,0.12289665975962,49733419.62236262,0.1264502891605891,0.11482769657878766,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
1228,Polygon,sealightswap,799.1152,799.1152,2022-09-18,1539585151.35372,1535695465.6458364,2022-09-01,2022Q3,2031969337.933902,12.861418313618017,1656330111.5348358,11.20521208203148,10.531110274380952,10.0,10.0,1000000000.0,10.0,10.0,0,1,0.0,0.0
115,Avalanche,piratedao,805.56509,349160.67942,2021-12-27,12149494818.309942,12169003718.563274,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,22.648009562852923,20.0,20.0,12000000000.0,20.0,20.0,0,1,0.0,0.0
346,Binance,marginswap,828.56711,2970.54411,2022-01-03,16294891060.56823,16099248823.163715,2022-01-01,2022Q1,16099248823.163715,30.564548964803567,15761423531.844334,30.76312509019138,30.564548964803567,30.0,30.0,16000000000.0,30.0,30.0,0,1,0.0,0.0
436,Binance,champagneswap,830.83192,10871.17079,2022-04-12,12981724997.514675,13300503108.230547,2022-04-01,2022Q2,13924260442.754465,29.355402291075183,13665737290.56265,29.64248892976308,30.386355350835238,30.0,30.0,12000000000.0,25.0,25.0,0,1,0.0,0.0
